Компания(последняя дата покупки дивидендов);Минимальная стоимость за месяц перед последней датой;Стоимость акции в последний день;Стоимость акции на следующий день после последней даты;Максимальная стоимость за месяц после последней даты;
Северсталь (CHMF 2018-06-15);978.30p. (+6.25%) 16 рабоч.дней_перед;1039.40;964.60;967.90p. (-6.88%) 16 рабоч.дней_после
НЛМК (NLMK 2018-06-18);159.50p. (+4.89%) 17 рабоч.дней_перед;167.30;153.68;161.10p. (-3.71%) 22 рабоч.дней_после
Энел Россия (ENRU 2018-06-20);1.42p. (+2.46%) 13 рабоч.дней_перед;1.46;1.29;1.31p. (-10.24%) 2 рабоч.дней_после
ТГК-1 (TGKA 2018-06-21);0.01p. (+0.63%) 2 рабоч.дней_перед;0.01;0.01;0.01p. (-2.59%) 17 рабоч.дней_после
Сбербанк, АП (SBERP 2018-06-22);183.50p. (+3.95%) 3 рабоч.дней_перед;190.75;179.90;195.01p. (+2.23%) 12 рабоч.дней_после
Сбербанк (SBER 2018-06-22);206.00p. (+4.12%) 3 рабоч.дней_перед;214.48;202.51;230.75p. (+7.59%) 11 рабоч.дней_после
НК Роснефть (ROSN 2018-06-28);379.55p. (+4.12%) 22 рабоч.дней_перед;395.20;396.15;413.65p. (+4.67%) 8 рабоч.дней_после
ТМК (TRMK 2018-06-28);77.20p. (+0.78%) 2 рабоч.дней_перед;77.80;76.15;76.25p. (-1.99%) 2 рабоч.дней_после
МОСТОТРЕСТ (MSTT 2018-06-29);107.40p. (-0.37%) 2 рабоч.дней_перед;107.00;105.50;115.10p. (+7.57%) 20 рабоч.дней_после
Юнипро (UPRO 2018-06-29);2.76p. (+5.36%) 10 рабоч.дней_перед;2.91;2.81;2.90p. (-0.24%) 9 рабоч.дней_после
Аэрофлот (AFLT 2018-07-04);137.10p. (+2.12%) 21 рабоч.дней_перед;140.00;129.20;129.55p. (-7.46%) 2 рабоч.дней_после
Магнит (MGNT 2018-07-04);4550.00p. (+1.76%) 7 рабоч.дней_перед;4630.00;4528.00;4550.00p. (-1.73%) 2 рабоч.дней_после
Татнефть им. В.Д. Шашина (TATN 2018-07-04);641.00p. (+6.73%) 12 рабоч.дней_перед;684.15;686.00;730.00p. (+6.70%) 22 рабоч.дней_после
Татнефть им. В.Д. Шашина, АП (TATNP 2018-07-04);455.90p. (+0.55%) 19 рабоч.дней_перед;458.40;454.50;494.10p. (+7.79%) 22 рабоч.дней_после
РусГидро (HYDR 2018-07-05);0.67p. (+2.70%) 11 рабоч.дней_перед;0.68;0.68;0.69p. (+0.88%) 5 рабоч.дней_после
Ростелеком, АП (RTKMP 2018-07-05);63.23p. (-1.11%) 9 рабоч.дней_перед;62.53;62.00;63.73p. (+1.92%) 2 рабоч.дней_после
Ростелеком (RTKM 2018-07-05);68.33p. (+6.10%) 20 рабоч.дней_перед;72.50;72.20;72.94p. (+0.61%) 2 рабоч.дней_после
Россети, АП (RSTIP 2018-07-05);1.35p. (+1.56%) 20 рабоч.дней_перед;1.37;1.36;1.39p. (+2.05%) 19 рабоч.дней_после
Россети (RSTI 2018-07-05);0.79p. (+0.58%) 8 рабоч.дней_перед;0.79;0.78;0.80p. (+0.75%) 3 рабоч.дней_после
МТС (MTSS 2018-07-05);262.00p. (+9.92%) 7 рабоч.дней_перед;288.00;276.95;278.15p. (-3.42%) 2 рабоч.дней_после
Транснефть, АП (TRNFP 2018-07-06);165250.00p. (+2.18%) 6 рабоч.дней_перед;168850.00;172350.00;172500.00p. (+2.16%) 3 рабоч.дней_после
Группа ЛСР (LSRG 2018-07-06);831.00p. (+2.29%) 10 рабоч.дней_перед;850.00;784.50;784.50p. (-7.71%) 1 рабоч.дней_после
ОГК-2 (OGKB 2018-07-06);0.39p. (+2.52%) 10 рабоч.дней_перед;0.40;0.40;0.40p. (+0.45%) 2 рабоч.дней_после
Селигдар, АП (SELGP 2018-07-06);15.50p. (+15.81%) 17 рабоч.дней_перед;17.95;16.90;17.10p. (-4.74%) 3 рабоч.дней_после
ЛУКОЙЛ (LKOH 2018-07-09);4045.50p. (+10.10%) 15 рабоч.дней_перед;4454.00;4358.50;4598.00p. (+3.23%) 23 рабоч.дней_после
АК АЛРОСА (ALRS 2018-07-12);89.10p. (+12.51%) 19 рабоч.дней_перед;100.25;101.20;101.20p. (+0.95%) 1 рабоч.дней_после
ОР (OBUV 2018-07-12);95.80p. (+2.92%) 9 рабоч.дней_перед;98.60;97.25;101.25p. (+2.69%) 17 рабоч.дней_после
ГМК Норильский никель (GMKN 2018-07-13);11051.00p. (+2.78%) 19 рабоч.дней_перед;11358.00;10693.00;11005.00p. (-3.11%) 21 рабоч.дней_после
Мечел, АП (MTLRP 2018-07-16);127.70p. (+6.30%) 19 рабоч.дней_перед;135.75;119.10;119.10p. (-12.27%) 1 рабоч.дней_после
КАМАЗ (KMAZ 2018-07-16);50.70p. (+20.32%) 19 рабоч.дней_перед;61.00;61.85;68.30p. (+11.97%) 14 рабоч.дней_после
ФСК ЕЭС (FEES 2018-07-16);0.18p. (+3.66%) 19 рабоч.дней_перед;0.19;0.17;0.17p. (-7.23%) 1 рабоч.дней_после
АФК Система (AFKS 2018-07-17);8.58p. (+5.36%) 14 рабоч.дней_перед;9.04;8.89;9.28p. (+2.71%) 9 рабоч.дней_после
Газпром (GAZP 2018-07-17);134.40p. (+8.12%) 18 рабоч.дней_перед;145.31;138.29;145.20p. (-0.08%) 17 рабоч.дней_после
Сургутнефтегаз, АП (SNGSP 2018-07-17);31.05p. (+7.57%) 16 рабоч.дней_перед;33.40;32.90;37.00p. (+10.78%) 20 рабоч.дней_после
Сургутнефтегаз (SNGS 2018-07-17);28.08p. (+1.82%) 9 рабоч.дней_перед;28.59;28.52;29.20p. (+2.13%) 13 рабоч.дней_после
ФосАгро (PHOR 2018-07-19);2264.00p. (+2.69%) 16 рабоч.дней_перед;2325.00;2300.00;2325.00p. (0.00%) 21 рабоч.дней_после
Группа Компаний ПИК (PIKK 2018-08-31);339.30p. (+7.28%) 21 рабоч.дней_перед;364.00;343.70;350.30p. (-3.76%) 9 рабоч.дней_после
Северсталь (CHMF 2018-09-21);1049.40p. (+6.25%) 23 рабоч.дней_перед;1115.00;1072.00;1109.10p. (-0.53%) 9 рабоч.дней_после
ГМК Норильский никель (GMKN 2018-09-27);11072.00p. (+6.85%) 23 рабоч.дней_перед;11830.00;11388.00;11430.00p. (-3.38%) 14 рабоч.дней_после
НК Роснефть (ROSN 2018-10-05);434.50p. (+15.77%) 22 рабоч.дней_перед;503.00;479.45;479.45p. (-4.68%) 1 рабоч.дней_после
ММК (MAGN 2018-10-05);48.25p. (+7.36%) 22 рабоч.дней_перед;51.80;50.73;50.73p. (-2.07%) 1 рабоч.дней_после
МТС (MTSS 2018-10-05);252.50p. (+8.95%) 18 рабоч.дней_перед;275.10;269.90;272.40p. (-0.98%) 7 рабоч.дней_после
НОВАТЭК (NVTK 2018-10-08);1074.10p. (+9.86%) 15 рабоч.дней_перед;1180.00;1145.00;1170.00p. (-0.85%) 2 рабоч.дней_после
ФосАгро (PHOR 2018-10-10);2517.00p. (-0.95%) 8 рабоч.дней_перед;2493.00;2443.00;2532.00p. (+1.56%) 19 рабоч.дней_после
Корпорация ВСМПО-АВИСМА (VSMO 2018-10-10);16100.00p. (+3.48%) 19 рабоч.дней_перед;16660.00;16000.00;16000.00p. (-3.96%) 1 рабоч.дней_после
Татнефть им. В.Д. Шашина (TATN 2018-10-10);783.10p. (+5.20%) 14 рабоч.дней_перед;823.80;778.30;819.20p. (-0.56%) 20 рабоч.дней_после
Татнефть им. В.Д. Шашина, АП (TATNP 2018-10-10);524.80p. (+10.14%) 20 рабоч.дней_перед;578.00;560.20;565.00p. (-2.25%) 2 рабоч.дней_после
НЛМК (NLMK 2018-10-10);169.36p. (+4.12%) 21 рабоч.дней_перед;176.34;167.10;171.30p. (-2.86%) 5 рабоч.дней_после
АК АЛРОСА (ALRS 2018-10-11);103.20p. (-2.13%) 4 рабоч.дней_перед;101.00;97.00;103.99p. (+2.96%) 20 рабоч.дней_после
Полюс (PLZL 2018-10-16);4048.00p. (+6.62%) 14 рабоч.дней_перед;4316.00;4350.00;4400.00p. (+1.95%) 20 рабоч.дней_после
Акрон (AKRN 2018-10-26);4536.00p. (-0.75%) 1 рабоч.дней_перед;4502.00;4497.00;4690.00p. (+4.18%) 19 рабоч.дней_после
Северсталь (CHMF 2018-11-30);986.40p. (+1.65%) 3 рабоч.дней_перед;1002.70;978.00;978.00p. (-2.46%) 1 рабоч.дней_после
ММК (MAGN 2018-12-14);44.92p. (+4.03%) 17 рабоч.дней_перед;46.72;44.56;45.60p. (-2.41%) 16 рабоч.дней_после
Юнипро (UPRO 2018-12-14);2.70p. (+0.41%) 1 рабоч.дней_перед;2.71;2.56;2.64p. (-2.55%) 16 рабоч.дней_после
Магнит (MGNT 2018-12-19);3454.50p. (+6.38%) 21 рабоч.дней_перед;3675.00;3565.00;4155.00p. (+13.06%) 17 рабоч.дней_после
ЛУКОЙЛ (LKOH 2018-12-19);4623.00p. (+6.21%) 17 рабоч.дней_перед;4910.00;4808.50;5200.00p. (+5.91%) 13 рабоч.дней_после
Детский мир (DSKY 2018-12-24);89.62p. (+5.87%) 20 рабоч.дней_перед;94.88;89.60;92.76p. (-2.23%) 17 рабоч.дней_после
Татнефть им. В.Д. Шашина, АП (TATNP 2019-01-04);472.00p. (+9.96%) 5 рабоч.дней_перед;519.00;505.90;569.00p. (+9.63%) 18 рабоч.дней_после
Татнефть им. В.Д. Шашина (TATN 2019-01-04);696.80p. (+5.87%) 5 рабоч.дней_перед;737.70;723.20;808.10p. (+9.54%) 19 рабоч.дней_после
НЛМК (NLMK 2019-01-04);150.98p. (+3.11%) 4 рабоч.дней_перед;155.68;150.12;158.42p. (+1.76%) 20 рабоч.дней_после
Ростелеком, АП (RTKMP 2019-01-10);59.80p. (+2.01%) 14 рабоч.дней_перед;61.00;62.20;62.20p. (+1.97%) 1 рабоч.дней_после
Ростелеком (RTKM 2019-01-10);70.82p. (+0.79%) 17 рабоч.дней_перед;71.38;72.59;74.35p. (+4.16%) 11 рабоч.дней_после
ФосАгро (PHOR 2019-01-31);2514.00p. (+2.74%) 15 рабоч.дней_перед;2583.00;2529.00;2560.00p. (-0.89%) 18 рабоч.дней_после
Акрон (AKRN 2019-03-20);4692.00p. (+0.17%) 2 рабоч.дней_перед;4700.00;4594.00;4596.00p. (-2.21%) 2 рабоч.дней_после
НОВАТЭК (NVTK 2019-05-02);1060.40p. (+13.84%) 21 рабоч.дней_перед;1207.20;1199.80;1323.00p. (+9.59%) 20 рабоч.дней_после
НЛМК (NLMK 2019-05-02);168.50p. (+3.91%) 12 рабоч.дней_перед;175.08;169.50;172.88p. (-1.26%) 19 рабоч.дней_после
ЦМТ, АП (WTCMP 2019-05-06);6.96p. (+4.02%) 11 рабоч.дней_перед;7.24;6.76;7.02p. (-3.04%) 10 рабоч.дней_после
ЦМТ (WTCM 2019-05-06);7.44p. (+3.76%) 5 рабоч.дней_перед;7.72;7.56;7.56p. (-2.07%) 1 рабоч.дней_после
Московская Биржа (MOEX 2019-05-10);90.70p. (+1.07%) 9 рабоч.дней_перед;91.67;86.34;89.24p. (-2.65%) 21 рабоч.дней_после
Полюс (PLZL 2019-05-14);4835.00p. (+3.75%) 19 рабоч.дней_перед;5016.50;4964.00;5721.00p. (+14.04%) 22 рабоч.дней_после
Детский мир (DSKY 2019-05-23);88.14p. (+1.88%) 16 рабоч.дней_перед;89.80;85.58;87.00p. (-3.12%) 20 рабоч.дней_после
Интер РАО (IRAO 2019-05-29);3.79p. (+8.18%) 13 рабоч.дней_перед;4.10;3.97;5.05p. (+23.22%) 17 рабоч.дней_после
ОАО МРСК Урала (MRKU 2019-05-30);0.16p. (+8.37%) 9 рабоч.дней_перед;0.18;0.18;0.18p. (+1.79%) 11 рабоч.дней_после
Корпорация ВСМПО-АВИСМА (VSMO 2019-05-30);17100.00p. (+2.92%) 8 рабоч.дней_перед;17600.00;16900.00;16900.00p. (-3.98%) 1 рабоч.дней_после
Группа Компаний ПИК (PIKK 2019-05-30);365.50p. (+6.68%) 20 рабоч.дней_перед;389.90;368.40;374.90p. (-3.85%) 20 рабоч.дней_после
МОСКОВСКИЙ КРЕДИТНЫЙ БАНК (CBOM 2019-06-05);5.93p. (+0.66%) 18 рабоч.дней_перед;5.97;5.96;6.11p. (+2.26%) 17 рабоч.дней_после
САФМАР Финансовые инвестиции (SFIN 2019-06-06);478.60p. (+5.18%) 19 рабоч.дней_перед;503.40;496.60;503.40p. (0.00%) 15 рабоч.дней_после
МРСК Волги (MRKV 2019-06-06);0.11p. (+2.08%) 21 рабоч.дней_перед;0.11;0.10;0.10p. (-11.04%) 1 рабоч.дней_после
МРСК Центра (MRKC 2019-06-06);0.30p. (+1.42%) 3 рабоч.дней_перед;0.30;0.29;0.31p. (+2.54%) 8 рабоч.дней_после
Банк Санкт-Петербург (BSPB 2019-06-06);54.12p. (+0.50%) 1 рабоч.дней_перед;54.39;51.13;51.77p. (-4.82%) 17 рабоч.дней_после
ФосАгро (PHOR 2019-06-06);2278.00p. (+7.68%) 19 рабоч.дней_перед;2453.00;2405.00;2540.00p. (+3.55%) 14 рабоч.дней_после
Акрон (AKRN 2019-06-07);4512.00p. (+2.70%) 21 рабоч.дней_перед;4634.00;4530.00;4630.00p. (-0.09%) 19 рабоч.дней_после
ММК (MAGN 2019-06-07);42.92p. (+6.23%) 15 рабоч.дней_перед;45.60;45.44;47.00p. (+3.07%) 6 рабоч.дней_после
Сбербанк, АП (SBERP 2019-06-10);198.89p. (+10.66%) 20 рабоч.дней_перед;220.10;206.71;210.40p. (-4.41%) 14 рабоч.дней_после
Сбербанк (SBER 2019-06-10);224.22p. (+11.05%) 20 рабоч.дней_перед;249.00;235.89;244.10p. (-1.97%) 7 рабоч.дней_после
Магнит (MGNT 2019-06-11);3552.00p. (+6.45%) 13 рабоч.дней_перед;3781.00;3650.00;3935.00p. (+4.07%) 18 рабоч.дней_после
НК Роснефть (ROSN 2019-06-13);408.20p. (+3.38%) 17 рабоч.дней_перед;422.00;408.00;423.25p. (+0.30%) 19 рабоч.дней_после
Северсталь (CHMF 2019-06-14);973.20p. (+15.19%) 19 рабоч.дней_перед;1121.00;1059.60;1099.20p. (-1.94%) 4 рабоч.дней_после
НЛМК (NLMK 2019-06-17);156.42p. (+16.35%) 20 рабоч.дней_перед;182.00;175.54;175.54p. (-3.55%) 1 рабоч.дней_после
ММК (MAGN 2019-06-18);43.90p. (+7.06%) 16 рабоч.дней_перед;47.00;46.40;46.40p. (-1.28%) 1 рабоч.дней_после
ГМК Норильский никель (GMKN 2019-06-19);13358.00p. (+11.30%) 21 рабоч.дней_перед;14868.00;14224.00;14902.00p. (+0.23%) 22 рабоч.дней_после
Селигдар, АП (SELGP 2019-06-20);22.65p. (+12.80%) 22 рабоч.дней_перед;25.55;23.85;24.40p. (-4.50%) 2 рабоч.дней_после
МРСК Сибири (MRKS 2019-06-20);0.25p. (+19.59%) 22 рабоч.дней_перед;0.29;0.30;0.30p. (+2.22%) 4 рабоч.дней_после
Банк ВТБ (VTBR 2019-06-20);0.03p. (+15.82%) 21 рабоч.дней_перед;0.04;0.04;0.04p. (+8.86%) 15 рабоч.дней_после
Юнипро (UPRO 2019-06-21);2.49p. (+4.42%) 20 рабоч.дней_перед;2.60;2.60;2.68p. (+3.08%) 6 рабоч.дней_после
МОЭСК (MSRS 2019-06-21);0.71p. (+11.10%) 19 рабоч.дней_перед;0.79;0.73;0.74p. (-6.70%) 11 рабоч.дней_после
МРСК Северо-Запада (MRKZ 2019-06-21);0.06p. (+23.48%) 22 рабоч.дней_перед;0.07;0.07;0.07p. (-0.65%) 3 рабоч.дней_после
МРСК Центра и Приволжья (MRKP 2019-06-21);0.28p. (+8.03%) 11 рабоч.дней_перед;0.30;0.27;0.27p. (-10.59%) 18 рабоч.дней_после
ТГК-1 (TGKA 2019-06-24);0.01p. (+17.26%) 15 рабоч.дней_перед;0.01;0.01;0.01p. (+2.12%) 7 рабоч.дней_после
ОГК-2 (OGKB 2019-06-26);0.45p. (+25.50%) 21 рабоч.дней_перед;0.56;0.56;0.58p. (+3.27%) 3 рабоч.дней_после
Мосэнерго (MSNG 2019-06-28);2.28p. (+10.33%) 22 рабоч.дней_перед;2.51;2.34;2.34p. (-6.75%) 1 рабоч.дней_после
Ростелеком, АП (RTKMP 2019-07-02);60.70p. (+7.33%) 18 рабоч.дней_перед;65.15;63.05;65.50p. (+0.54%) 5 рабоч.дней_после
Ростелеком (RTKM 2019-07-02);76.83p. (+4.99%) 18 рабоч.дней_перед;80.66;79.19;84.11p. (+4.28%) 13 рабоч.дней_после
Аэрофлот (AFLT 2019-07-03);95.40p. (+9.64%) 16 рабоч.дней_перед;104.60;110.60;110.60p. (+5.74%) 1 рабоч.дней_после
Татнефть им. В.Д. Шашина, АП (TATNP 2019-07-03);584.90p. (+13.61%) 21 рабоч.дней_перед;664.50;656.10;675.00p. (+1.58%) 18 рабоч.дней_после
Татнефть им. В.Д. Шашина (TATN 2019-07-03);749.90p. (+4.01%) 19 рабоч.дней_перед;780.00;760.50;762.70p. (-2.22%) 2 рабоч.дней_после
Россети, АП (RSTIP 2019-07-04);1.53p. (+8.80%) 21 рабоч.дней_перед;1.67;1.62;1.62p. (-2.94%) 1 рабоч.дней_после
Россети (RSTI 2019-07-04);1.23p. (+13.43%) 21 рабоч.дней_перед;1.40;1.35;1.35p. (-3.56%) 1 рабоч.дней_после
Энел Россия (ENRU 2019-07-04);1.11p. (+2.48%) 21 рабоч.дней_перед;1.14;1.01;1.01p. (-10.99%) 2 рабоч.дней_после
РусГидро (HYDR 2019-07-05);0.54p. (+14.33%) 21 рабоч.дней_перед;0.62;0.59;0.59p. (-4.79%) 1 рабоч.дней_после
ЛУКОЙЛ (LKOH 2019-07-05);5109.50p. (+6.86%) 21 рабоч.дней_перед;5460.00;5357.50;5374.00p. (-1.58%) 2 рабоч.дней_после
МТС (MTSS 2019-07-05);259.50p. (+9.81%) 21 рабоч.дней_перед;284.95;268.60;270.95p. (-4.91%) 2 рабоч.дней_после
ФосАгро (PHOR 2019-07-08);2399.00p. (+4.25%) 19 рабоч.дней_перед;2501.00;2436.00;2484.00p. (-0.68%) 23 рабоч.дней_после
Группа ЛСР (LSRG 2019-07-08);715.00p. (+10.49%) 19 рабоч.дней_перед;790.00;746.40;778.80p. (-1.42%) 17 рабоч.дней_после
АК АЛРОСА (ALRS 2019-07-11);84.32p. (-2.13%) 6 рабоч.дней_перед;82.52;79.50;82.00p. (-0.63%) 12 рабоч.дней_после
ФСК ЕЭС (FEES 2019-07-12);0.19p. (+8.34%) 21 рабоч.дней_перед;0.20;0.18;0.19p. (-8.22%) 11 рабоч.дней_после
ТМК (TRMK 2019-07-16);59.96p. (+0.07%) 12 рабоч.дней_перед;60.00;58.06;58.38p. (-2.70%) 11 рабоч.дней_после
ОР (OBUV 2019-07-16);55.85p. (+4.57%) 10 рабоч.дней_перед;58.40;58.20;64.10p. (+9.76%) 9 рабоч.дней_после
Газпром (GAZP 2019-07-16);229.09p. (+3.89%) 17 рабоч.дней_перед;238.01;220.19;237.10p. (-0.38%) 10 рабоч.дней_после
Мечел, АП (MTLRP 2019-07-16);120.70p. (-3.77%) 1 рабоч.дней_перед;116.15;100.50;101.75p. (-12.40%) 10 рабоч.дней_после
Сургутнефтегаз, АП (SNGSP 2019-07-16);40.99p. (+2.33%) 18 рабоч.дней_перед;41.95;34.54;34.54p. (-17.65%) 1 рабоч.дней_после
Сургутнефтегаз (SNGS 2019-07-16);25.15p. (+6.68%) 21 рабоч.дней_перед;26.83;26.41;27.08p. (+0.93%) 12 рабоч.дней_после
АФК Система (AFKS 2019-07-16);9.39p. (+23.23%) 21 рабоч.дней_перед;11.57;11.62;12.13p. (+4.82%) 12 рабоч.дней_после
Транснефть, АП (TRNFP 2019-07-18);158450.00p. (+0.98%) 21 рабоч.дней_перед;160000.00;159200.00;159500.00p. (-0.31%) 3 рабоч.дней_после
Северсталь (CHMF 2019-09-13);928.40p. (+9.22%) 20 рабоч.дней_перед;1014.00;1000.00;1000.00p. (-1.38%) 1 рабоч.дней_после
Татнефть им. В.Д. Шашина, АП (TATNP 2019-09-25);629.00p. (+6.04%) 21 рабоч.дней_перед;667.00;631.90;660.00p. (-1.05%) 22 рабоч.дней_после
Татнефть им. В.Д. Шашина (TATN 2019-09-25);716.90p. (+3.22%) 22 рабоч.дней_перед;740.00;704.90;759.90p. (+2.69%) 21 рабоч.дней_после
ГМК Норильский никель (GMKN 2019-10-03);15650.00p. (+6.08%) 14 рабоч.дней_перед;16602.00;15894.00;18192.00p. (+9.58%) 19 рабоч.дней_после
НОВАТЭК (NVTK 2019-10-08);1269.00p. (+3.55%) 17 рабоч.дней_перед;1314.00;1299.20;1380.00p. (+5.02%) 21 рабоч.дней_после
Полюс (PLZL 2019-10-08);7301.00p. (+5.19%) 20 рабоч.дней_перед;7680.00;7575.50;7616.00p. (-0.83%) 20 рабоч.дней_после
НЛМК (NLMK 2019-10-08);131.42p. (+0.12%) 1 рабоч.дней_перед;131.58;128.00;133.22p. (+1.25%) 21 рабоч.дней_после
Корпорация ВСМПО-АВИСМА (VSMO 2019-10-09);16960.00p. (+4.60%) 22 рабоч.дней_перед;17740.00;16960.00;17800.00p. (+0.34%) 21 рабоч.дней_после
НК Роснефть (ROSN 2019-10-09);410.05p. (+2.71%) 18 рабоч.дней_перед;421.15;409.00;463.50p. (+10.06%) 20 рабоч.дней_после
АК АЛРОСА (ALRS 2019-10-10);71.80p. (+1.95%) 2 рабоч.дней_перед;73.20;70.60;76.28p. (+4.21%) 19 рабоч.дней_после
МТС (MTSS 2019-10-10);260.90p. (+4.54%) 2 рабоч.дней_перед;272.75;268.00;300.30p. (+10.10%) 20 рабоч.дней_после
ФосАгро (PHOR 2019-10-11);2451.00p. (+2.16%) 12 рабоч.дней_перед;2504.00;2485.00;2498.00p. (-0.24%) 3 рабоч.дней_после
ММК (MAGN 2019-10-11);36.53p. (+2.96%) 2 рабоч.дней_перед;37.61;36.69;39.24p. (+4.35%) 18 рабоч.дней_после
Распадская (RASP 2019-10-17);113.34p. (+2.56%) 8 рабоч.дней_перед;116.24;114.60;118.10p. (+1.60%) 2 рабоч.дней_после
Северсталь (CHMF 2019-11-29);880.80p. (+3.09%) 11 рабоч.дней_перед;908.00;885.00;938.20p. (+3.33%) 20 рабоч.дней_после
Акрон (AKRN 2019-12-09);4878.00p. (+2.09%) 15 рабоч.дней_перед;4980.00;4894.00;4894.00p. (-1.73%) 1 рабоч.дней_после
Юнипро (UPRO 2019-12-12);2.66p. (+1.24%) 19 рабоч.дней_перед;2.69;2.70;2.85p. (+5.64%) 17 рабоч.дней_после
М.видео (MVID 2019-12-12);480.10p. (+24.97%) 12 рабоч.дней_перед;600.00;585.00;585.00p. (-2.50%) 1 рабоч.дней_после
Детский мир (DSKY 2019-12-13);93.00p. (+6.17%) 16 рабоч.дней_перед;98.74;94.50;107.40p. (+8.77%) 17 рабоч.дней_после
ЛУКОЙЛ (LKOH 2019-12-18);6040.00p. (+3.49%) 11 рабоч.дней_перед;6250.50;6079.00;6685.00p. (+6.95%) 18 рабоч.дней_после
ГМК Норильский никель (GMKN 2019-12-25);17046.00p. (+16.68%) 18 рабоч.дней_перед;19890.00;19220.00;21850.00p. (+9.85%) 14 рабоч.дней_после
Татнефть им. В.Д. Шашина, АП (TATNP 2019-12-26);682.70p. (+10.28%) 16 рабоч.дней_перед;752.90;739.00;777.50p. (+3.27%) 13 рабоч.дней_после
Татнефть им. В.Д. Шашина (TATN 2019-12-26);734.20p. (+7.46%) 17 рабоч.дней_перед;789.00;770.00;830.00p. (+5.20%) 13 рабоч.дней_после
НЛМК (NLMK 2020-01-06);132.80p. (+6.88%) 16 рабоч.дней_перед;141.94;139.50;150.20p. (+5.82%) 8 рабоч.дней_после
МТС (MTSS 2020-01-08);302.40p. (+8.52%) 17 рабоч.дней_перед;328.15;324.30;336.45p. (+2.53%) 12 рабоч.дней_после
Магнит (MGNT 2020-01-08);3230.50p. (+6.08%) 16 рабоч.дней_перед;3427.00;3348.00;3855.00p. (+12.49%) 8 рабоч.дней_после
ФСК ЕЭС (FEES 2020-01-09);0.19p. (+10.02%) 16 рабоч.дней_перед;0.21;0.21;0.23p. (+7.87%) 19 рабоч.дней_после
МРСК Центра (MRKC 2020-01-09);0.29p. (+14.85%) 19 рабоч.дней_перед;0.33;0.31;0.31p. (-5.59%) 1 рабоч.дней_после
МРСК Северо-Запада (MRKZ 2020-01-10);0.05p. (+7.93%) 19 рабоч.дней_перед;0.06;0.05;0.05p. (-0.45%) 6 рабоч.дней_после
МРСК Сибири (MRKS 2020-01-10);0.22p. (+28.14%) 19 рабоч.дней_перед;0.28;0.27;0.28p. (-0.18%) 2 рабоч.дней_после
МРСК Волги (MRKV 2020-01-10);0.08p. (+6.89%) 19 рабоч.дней_перед;0.09;0.09;0.09p. (+0.33%) 19 рабоч.дней_после
МОЭСК (MSRS 2020-01-10);1.10p. (+14.33%) 19 рабоч.дней_перед;1.26;1.24;1.25p. (-0.59%) 14 рабоч.дней_после
МРСК Центра и Приволжья (MRKP 2020-01-10);0.22p. (+13.02%) 18 рабоч.дней_перед;0.24;0.23;0.24p. (-2.59%) 2 рабоч.дней_после
ОАО МРСК Урала (MRKU 2020-01-10);0.16p. (+4.79%) 10 рабоч.дней_перед;0.17;0.17;0.17p. (+1.52%) 6 рабоч.дней_после
ММК (MAGN 2020-01-13);40.80p. (+9.34%) 12 рабоч.дней_перед;44.61;44.28;47.53p. (+6.55%) 5 рабоч.дней_после
ФосАгро (PHOR 2020-01-31);2415.00p. (+2.24%) 17 рабоч.дней_перед;2469.00;2425.00;2444.00p. (-1.01%) 2 рабоч.дней_после
Акрон (AKRN 2020-04-10);5380.00p. (+12.16%) 23 рабоч.дней_перед;6034.00;5750.00;5998.00p. (-0.60%) 8 рабоч.дней_после
ЦМТ, АП (WTCMP 2020-05-04);8.50p. (+24.94%) 19 рабоч.дней_перед;10.62;9.68;9.68p. (-8.85%) 1 рабоч.дней_после
ЦМТ (WTCM 2020-05-04);8.78p. (+20.73%) 19 рабоч.дней_перед;10.60;9.74;9.74p. (-8.11%) 1 рабоч.дней_после
НОВАТЭК (NVTK 2020-05-06);938.40p. (+12.96%) 13 рабоч.дней_перед;1060.00;1028.00;1030.40p. (-2.79%) 2 рабоч.дней_после
Группа ЛСР (LSRG 2020-05-07);563.80p. (+10.82%) 11 рабоч.дней_перед;624.80;598.60;598.60p. (-4.19%) 1 рабоч.дней_после
